ipc_cv_pct,ipc_mean,kernel_ref,n_gpu_telemetry,n_windows_ok,n_windows_total,quality_json,repetition,run_dir
,,rodinia_dwt2d,373,,2451,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 970, ""pmu_degraded"": 100, ""intensity_undefined"": 1007, ""gpu_telemetry"": 373}",7,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_dwt2d__REF__rep07
,,rodinia_dwt2d,377,,2484,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 947, ""pmu_degraded"": 125, ""intensity_undefined"": 1034, ""gpu_telemetry"": 377}",8,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_dwt2d__REF__rep08
,,rodinia_dwt2d,381,,2497,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 943, ""pmu_degraded"": 128, ""intensity_undefined"": 1044, ""gpu_telemetry"": 381}",9,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_dwt2d__REF__rep09
,,rodinia_dwt2d,374,,2454,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 954, ""pmu_degraded"": 115, ""intensity_undefined"": 1010, ""gpu_telemetry"": 374}",10,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_dwt2d__REF__rep10
,,rodinia_heartwall,56,,369,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 278, ""pmu_degraded"": 15, ""intensity_undefined"": 19, ""gpu_telemetry"": 56}",1,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_heartwall__REF__rep01
,,rodinia_heartwall,55,,362,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 277, ""pmu_degraded"": 16, ""intensity_undefined"": 13, ""gpu_telemetry"": 55}",2,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_heartwall__REF__rep02
,,rodinia_heartwall,55,,363,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 278, ""pmu_degraded"": 15, ""intensity_undefined"": 14, ""gpu_telemetry"": 55}",3,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_heartwall__REF__rep03
,,rodinia_heartwall,53,,351,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 293, ""intensity_undefined"": 4, ""gpu_telemetry"": 53}",4,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_heartwall__REF__rep04
,,rodinia_heartwall,55,,367,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 279, ""pmu_degraded"": 14, ""intensity_undefined"": 18, ""gpu_telemetry"": 55}",5,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_heartwall__REF__rep05
,,rodinia_heartwall,54,,353,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 293, ""intensity_undefined"": 5, ""gpu_telemetry"": 54}",6,/home/latorresn/hyperion-results/sweeps/repetitions/runs/sweep_repetitions__rodinia_heartwall__REF__rep06
