kernel_ref,freq_level_id,phase_label_train,operational_intensity_uncore_real,performance_flops_per_s
npb_lu,F8,compute_bound,4.109539204291121,5967192408.392069
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,36.31796488395499,14946081039.621758
dual_stencil_cpu_N256,F8,compute_bound,71.07835513775775,2019924899.4148746
rajaperf_polybench_3mm_omp,F8,compute_bound,48.06368906064209,2437130014.6374955
npb_sp,F8,compute_bound,3.375493758817941,14704251195.739624
cpu_rajaperf_basic_mat_mat_shared,F8,compute_bound,32.66408143804363,4515599110.536302
phasic_p010,F8,compute_bound,46.53556207199843,57169755272.63108
npb_bt,F8,compute_bound,7.740107742872718,6456936151.768499
phasic_p1000,F8,compute_bound,3119.5650575200743,76177668159.17337
cpu_rajaperf_apps_edge3d,F8,compute_bound,209.0893069090455,8235873281.022035
phasic_p010,F8,compute_bound,7.249730896855424,14386846771.888226
npb_bt,F8,compute_bound,6.238648085590951,6447274686.487063
npb_bt,F8,compute_bound,6.467833027271448,6563454978.367268
cpu_rajaperf_apps_edge3d,F8,compute_bound,161.93745319596096,8249157429.559681
phasic_p100,F8,compute_bound,22.613505822424177,74531696084.31615
npb_bt,F8,compute_bound,6.410595254191455,6425800610.15737
npb_bt,F8,compute_bound,6.425031374295811,6411297976.856469
dual_stencil_cpu_N256,F8,compute_bound,59.81872908482468,2024453239.722658
cpu_rajaperf_apps_edge3d,F8,compute_bound,149.37361073915372,8225596931.162303
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,63.46351674798719,14517642864.03594
cpu_rajaperf_basic_trap_int,F8,compute_bound,144.65608475696564,3433296879.666698
dual_axpy_cpu_N100000,F8,compute_bound,18.515930687534937,815380162.1544989
cpu_rajaperf_apps_edge3d,F8,compute_bound,195.3423153111163,8085670076.335464
rajaperf_polybench_3mm_omp,F8,compute_bound,46.8751486093765,2353994069.313662
dual_stencil_cpu_N256,F8,compute_bound,73.11827956989248,2008510478.5680811
npb_bt,F8,compute_bound,6.522416991094306,6460336653.68141
cpu_rajaperf_basic_trap_int,F8,compute_bound,123.45832527089784,3463570658.0236645
cpu_rajaperf_apps_fir,F8,compute_bound,56.02844365996968,7432740742.521779
phasic_p010,F8,compute_bound,89.28936238430063,56585410244.56914
rodinia_lavamd_omp,F8,compute_bound,110.52062475856296,4226086141.022578
npb_lu,F8,compute_bound,7.608559837187116,5958677071.515054
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,37.78813705721985,14738506585.3214
npb_bt,F8,compute_bound,7.813244336219552,6441871318.75696
dgemm_n2048,F8,compute_bound,25.21523422291564,131289918040.86563
npb_bt,F8,compute_bound,6.171126264203068,6427084811.1578
cpu_rajaperf_apps_edge3d,F8,compute_bound,163.4732105821784,8077216511.352356
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,63.99408654455404,14910811971.901003
npb_lu,F8,compute_bound,8.431868214611523,5955558018.303735
npb_bt,F8,compute_bound,10.382365389526251,10803732385.074518
npb_lu,F8,compute_bound,3.2499235124356427,4738624393.600391
npb_bt,F8,compute_bound,6.452275054799503,6432737774.322007
npb_bt,F8,compute_bound,6.230882820394821,6302583060.139733
npb_bt,F8,compute_bound,9.193920219765136,9557786152.168306
cpu_rajaperf_basic_trap_int,F8,compute_bound,115.22543278510535,3530484092.6210766
cpu_rajaperf_apps_fir,F8,compute_bound,53.85172453070895,7268062291.256059
npb_bt,F8,compute_bound,7.817851051826876,8075864474.4369545
cpu_cholmod,F8,compute_bound,22.701090559468263,142590984896.2883
cpu_rajaperf_apps_edge3d,F8,compute_bound,181.88361056020432,8257340472.260111
npb_bt,F8,compute_bound,8.839136232835385,6427363405.28216
npb_bt,F8,compute_bound,9.396003466709455,6555506466.723024
cpu_rajaperf_basic_trap_int,F8,compute_bound,147.13292838380718,3510011710.0919433
cpu_rajaperf_apps_edge3d,F8,compute_bound,165.6617139570552,8241285115.455073
npb_bt,F8,compute_bound,6.326396467181748,6431857692.526978
rodinia_lavamd_omp,F8,compute_bound,109.3377796491674,4326979790.230897
npb_lu,F8,compute_bound,4.292400140580821,5877248645.959638
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,37.3397777676744,14910978201.674498
npb_lu,F8,compute_bound,6.179279201307315,6009784368.416383
npb_bt,F8,compute_bound,6.460366008513296,6413795043.733593
npb_bt,F8,compute_bound,6.410612823700394,6420457780.116198
npb_lu,F8,compute_bound,3.9690568243802895,5809249607.133022
rajaperf_polybench_3mm_omp,F8,compute_bound,44.21121616422234,2401027280.3451166
cpu_rajaperf_apps_fir,F8,compute_bound,44.20515710586968,7128022560.285295
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,36.348600828960926,14925181392.579147
phasic_p010,F8,compute_bound,19.90577264157777,24342038824.67217
cpu_rajaperf_basic_trap_int,F8,compute_bound,148.00324901818934,3524548722.9680247
cpu_rajaperf_apps_edge3d,F8,compute_bound,143.0988462113446,8083427149.687622
dual_cholesky_cpu_N1024,F8,compute_bound,12.71376194663166,25995656521.78693
phasic_p1000,F8,compute_bound,3053.951385315307,78641265731.8259
npb_bt,F8,compute_bound,6.171476549878243,6453300946.718231
cpu_rajaperf_apps_edge3d,F8,compute_bound,143.00700480858146,7777891847.901426
cpu_cholmod,F8,compute_bound,92.72758300284464,138816875669.23834
npb_bt,F8,compute_bound,6.419587577166071,6556431686.141523
cpu_rajaperf_basic_pi_reduce,F8,compute_bound,254.2498662751997,6491474291.083428
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,62.72494577442159,14897817179.744345
npb_bt,F8,compute_bound,6.151186648972046,6325037799.7982645
dual_stencil_cpu_N256,F8,compute_bound,76.23318385650224,2008719528.9971187
npb_lu,F8,compute_bound,3.241172272894818,4504709705.544693
cpu_rajaperf_apps_fir,F8,compute_bound,56.13890662988148,7278410849.5216055
rajaperf_polybench_3mm_omp,F8,compute_bound,47.32764582722922,2437297174.2752657
npb_bt,F8,compute_bound,5.181295259620666,5382191024.045089
rajaperf_polybench_3mm_omp,F8,compute_bound,28.917637429712933,2404518513.978562
cpu_cholmod,F8,compute_bound,14.184695782625427,18635509734.609127
cpu_rajaperf_apps_edge3d,F8,compute_bound,154.9825479703519,8265169078.411312
cpu_cholmod,F8,compute_bound,61.35235405815972,25984852827.501816
cpu_rajaperf_apps_fir,F8,compute_bound,47.726245719039774,7281775350.943866
rajaperf_polybench_3mm_omp,F8,compute_bound,8.189047765695353,2372344356.9255047
npb_bt,F8,compute_bound,6.372350386545405,6576649362.599753
rajaperf_polybench_3mm_omp,F8,compute_bound,50.21409513668303,2514853969.3491554
npb_bt,F8,compute_bound,6.208718684406102,6093366718.100112
npb_lu,F8,compute_bound,4.163836448063741,6128420864.382737
npb_bt,F8,compute_bound,6.460243653575587,6702091272.858735
phasic_p1000,F8,compute_bound,2752.721545246095,74479344011.45828
cpu_rajaperf_apps_fir,F8,compute_bound,46.19046300441508,7372047376.409409
dual_fft_cpu_N128,F8,compute_bound,215.5283970127545,4739190848.535188
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,65.58085330871221,14937864873.763176
cpu_rajaperf_apps_edge3d,F8,compute_bound,172.0416345561036,8263162298.325919
hpccg_cpu_N46,F8,compute_bound,9.472820082952166,3612157951.6603937
npb_bt,F8,compute_bound,5.885335697190126,6018654855.706728
npb_bt,F8,compute_bound,6.990795869177298,6431220033.597591
dual_cholesky_cpu_N1024,F8,compute_bound,17.99568662758261,24408525853.851997
dual_cholesky_cpu_N256,F8,compute_bound,41.55967803609666,4029379093.875206
cpu_cholmod,F8,compute_bound,18.38866582352588,142659359375.89847
rajaperf_polybench_3mm_omp,F8,compute_bound,32.65366310397916,2401878158.268467
phasic_p010,F8,compute_bound,11.592680505944896,17015075849.988066
npb_bt,F8,compute_bound,6.174187725631769,6554647517.771822
cpu_cholmod,F8,compute_bound,4.679265399371603,29302879194.58541
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,37.30376395714108,15082200774.880217
npb_bt,F8,compute_bound,6.314473344938456,6561681621.221205
npb_lu,F8,compute_bound,5.668995529566826,7974830263.18179
cpu_rajaperf_apps_edge3d,F8,compute_bound,151.73394376074563,8439644008.50382
rodinia_lavamd_omp,F8,compute_bound,93.24041935003788,4244856701.6845784
rodinia_lavamd_omp,F8,compute_bound,123.63371255760369,4221751199.0677614
phasic_p010,F8,compute_bound,82.10661410126592,52434977736.62757
dual_stencil_cpu_N512,F8,compute_bound,8.21888252873058,1840907421.769709
cpu_rajaperf_apps_edge3d,F8,compute_bound,154.5022620063665,8243733009.966768
rajaperf_polybench_3mm_omp,F8,compute_bound,47.16263134057971,2403172179.920404
cpu_cholmod,F8,compute_bound,10.209082448559425,25213998335.24721
dual_cholesky_cpu_N256,F8,compute_bound,120.82953898690953,3629293362.341952
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,37.59750299848432,14775714166.050611
cpu_rajaperf_apps_fir,F8,compute_bound,25.77505829348945,7277985500.359843
dual_spmv_cpu_N100000,F8,compute_bound,11.715571789347026,4122841575.188516
cpu_rajaperf_apps_mass3dpa,F8,compute_bound,36.94674378968424,14856133606.034895
rajaperf_polybench_3mm_omp,F8,compute_bound,45.77428381157117,2413957706.738253
dual_stencil_cpu_N256,F8,compute_bound,93.85783298826776,2052090822.9369874
dual_gemm_cpu_N2048,F8,compute_bound,22.38351486252576,135834410913.18217
npb_bt,F8,compute_bound,3.820783363899821,4017815579.0434456
rajaperf_polybench_3mm_omp,F8,compute_bound,39.306366692878456,2399254370.823557
npb_bt,F8,compute_bound,6.336241805116597,6571572104.114359
npb_lu,F8,compute_bound,8.420831465807778,5968993141.791969
cpu_rajaperf_basic_trap_int,F8,compute_bound,156.78390201224846,3534436083.9231095
dual_stencil_cpu_N256,F8,compute_bound,65.1478615030918,2032107334.2721317
npb_bt,F8,compute_bound,13.582244033016948,13974195111.242908
npb_bt,F8,compute_bound,7.227962859296019,6308615976.027226
rajaperf_polybench_3mm_omp,F8,compute_bound,49.9166093203334,2386187250.5063753
cpu_rajaperf_basic_trap_int,F8,compute_bound,147.57471884694934,3509068916.666385
cpu_cholmod,F8,compute_bound,3.897528213320446,53527100235.71635
dgemm_n2048,F8,compute_bound,24.512787458342554,116744289884.06664
cpu_rajaperf_basic_mat_mat_shared,F8,compute_bound,67.42954752367079,9123578225.250633
cpu_cholmod,F8,compute_bound,11.248585322608482,78957836985.4494
rajaperf_polybench_3mm_omp,F8,compute_bound,48.67745080356254,2459013986.8098936
