fold,regime,resource_state,k,selected_baseline,selected_baseline_edp_sum_ratio_vs_oracle,selected_direct_name,selected_direct_edp_sum_ratio_vs_oracle,selected_structured_name,selected_structured_edp_sum_ratio_vs_oracle,winner_formulation,winner_edp_sum_ratio_vs_oracle,n,oracle_edp_sum_js,selected_baseline_edp_sum_js,selected_direct_edp_sum_js,selected_structured_edp_sum_js,winner_edp_sum_js,improvement_pct_over_best_baseline,beats_baseline_above_noise_floor
interpolation_fold0,interpolation,gpu_ready,1,size_threshold_train,1.7726177739891564,random_forest+probe,1.7808811353098433,elasticnet,1.000770224204777,structured,1.000770224204777,20,0.10472538446405823,0.1856380778888375,0.1865034615801119,0.104806046490027,0.104806046490027,43.54280776771119,True
interpolation_fold0,interpolation,gpu_ready,2,size_threshold_train,1.0822269539984075,random_forest+probe,1.0905416296686297,elasticnet,1.0001288455738424,structured,1.0001288455738424,20,0.41887999983234514,0.4533232263094124,0.456806077652761,0.4189339706662946,0.4189339706662946,7.5860343453140295,True
interpolation_fold0,interpolation,gpu_ready,3,size_threshold_train,1.0248535080395091,random_forest+probe,1.033881559538512,elasticnet,1.000015028655714,structured,1.000015028655714,20,0.8701505291557194,0.8917768223276741,0.8996325861167764,0.8701636063484414,0.8701636063484414,2.4236126616095532,False
interpolation_fold0,interpolation,gpu_ready,5,size_threshold_train,1.0090786804764742,random_forest+probe,1.0187527523341835,elasticnet,1.0000162276052271,structured,1.0000162276052271,20,2.260467296841714,2.2809893571572584,2.302857280218907,2.260503978812636,2.260503978812636,0.8980917986462611,False
interpolation_fold0,interpolation,gpu_ready,10,operation_crossover_table_train,1.0500677828178369,random_forest+probe,1.0532480707029248,elasticnet,1.0000554596921905,structured,1.0000554596921905,20,8.383672733841378,8.803424639495168,8.830087132323147,8.384137689750622,8.384137689750622,4.762770931933491,True
interpolation_fold0,interpolation,gpu_ready,30,operation_crossover_table_train,1.004573286907109,random_forest+probe,1.112811744221842,elasticnet,1.0001154835875,structured,1.0001154835875,20,72.33816236343972,72.66898553426073,80.49875663346215,72.34651623394261,72.34651623394261,0.44375093163523394,False
interpolation_fold0,interpolation,gpu_ready,100,operation_crossover_table_train,1.0001952992847631,random_forest+probe,1.1215274198147531,elasticnet,1.0,structured,1.0,20,792.6607460106972,792.8155520874528,888.9907612618147,792.6607460106972,792.6607460106972,0.01952611504001389,False
interpolation_fold0,interpolation,gpu_ready,1000,operation_crossover_table_train,1.0,random_forest+probe,1.042923135333308,elasticnet,1.0,structured,1.0,20,78868.78431046664,78868.78431046664,82254.07981299827,78868.78431046664,78868.78431046664,0.0,False
interpolation_fold0,interpolation,none_ready,1,always_cpu_ref,1.0,random_forest+probe,1.0,elasticnet,1.0,direct,1.0,20,2.466817330099965,2.466817330099965,2.466817330099965,2.466817330099965,2.466817330099965,0.0,False
interpolation_fold0,interpolation,none_ready,2,always_cpu_ref,1.0,random_forest+probe,1.0,elasticnet,1.0,direct,1.0,20,6.875135238713041,6.875135238713041,6.875135238713041,6.875135238713041,6.875135238713041,0.0,False
