config_id,operation,size,log10_n,flops_per_dispatch_analytic,log10_flops_per_dispatch,logical_bytes_per_dispatch,log10_logical_bytes,arithmetic_intensity_analytic,cpu_e_cold,log_cpu_e_cold,cpu_t_cold,log_cpu_t_cold,cpu_e_warm,log_cpu_e_warm,cpu_t_warm,log_cpu_t_warm,cpu_startup_e,cpu_startup_t,gpu_e_cold,log_gpu_e_cold,gpu_t_cold,log_gpu_t_cold,gpu_e_warm,log_gpu_e_warm,gpu_t_warm,log_gpu_t_warm,gpu_startup_e,gpu_startup_t
spmv_N31623,spmv,31623,4.500003068051694,442722.0,5.646131103729931,3288796.0,6.517036935561705,0.13461522088934674,1.6408367634502368,0.4952063333333141,0.0135391953333333,-4.302166442116756,0.0039966545305784,-5.522297635167961,2.577003532866532e-05,-10.56629816237873,1.6368401089196585,0.013513425298004636,76.35817303731254,4.335435072920624,0.5153531193333333,-0.6629029446733086,0.1169918105459564,-2.1456513419678744,0.0007556058446404,-7.18799068726837,76.24118122676659,0.5145975134886929
stencil_N1024,stencil,1024,3.010299956639812,5222420.0,6.717871795933407,16777216.0,7.224719895935548,0.3112804889678955,2.6451515086287856,0.972728344814859,0.0219516433333333,-3.8189132751411137,0.1540143735594975,-1.8707093461219977,0.0009795373471867,-6.9284301924788965,2.491137135069288,0.0209721059861466,94.8244206661424,4.552026978050815,0.6771838816666667,-0.38981243044370634,0.298306338172849,-1.209634340041004,0.0018125326602728,-6.313030151936938,94.52611432796955,0.6753713490063938
stencil_N128,stencil,128,2.1072099696478683,79380.0,4.899711094571145,262144.0,5.418539921951662,0.3028106689453125,2.885717572906094,1.0597735944770712,0.0226441573333333,-3.7878534147072678,0.0015737035798644,-6.454323469552646,1.0499473812933736e-05,-11.464185415110427,2.88414386932623,0.022633657859520366,87.78979028153502,4.474945210070189,0.6235941803333334,-0.4722554742132405,0.021026964282169,-3.8619496514623797,0.0001329154015135,-8.92579771097236,87.76876331725285,0.6234612649318199
stencil_N1536,stencil,1536,3.186391215695493,11765780.0,7.070620723561943,37748736.0,7.576902414046911,0.31168672773573136,1.829879964192208,0.6042503713644013,0.0149037009999999,-4.206145707612491,0.3507210781359346,-1.0477640206026713,0.0023125105863095,-6.069421510724605,1.4791588860562734,0.0125911904136904,93.87136196562837,4.541925355305415,0.6782778006666667,-0.3881983394638494,0.6705072530280893,-0.3997207589764957,0.004085080970534,-5.500413729438461,93.20085471260028,0.6741927196961327
stencil_N192,stencil,192,2.2833012287035497,180500.0,5.2564772062416765,589824.0,5.770722440063024,0.3060234917534722,3.339920615994219,1.205947039039752,0.0230656233333333,-3.7694119372634596,0.003278200163356,-5.720460737878011,2.182937942445624e-05,-10.73225381545394,3.336642415830863,0.023043793953908844,96.35201666273302,4.568008325235345,0.697421629,-0.36036513145608867,0.0297629126657934,-3.514492201971926,0.000192124660056,-8.5573661254968,96.32225375006723,0.697229504339944
stencil_N2048,stencil,2048,3.3113299523037933,20930580.0,7.320781263088302,67108864.0,7.826779887263511,0.3118899464607239,3.13293933331647,1.1419716480150897,0.0247262443333333,-3.6998900758101616,0.624184724772484,-0.47130892113268064,0.0041860142639269,-5.4760062474326245,2.508754608543986,0.0205402300694064,85.47264905091397,4.4481964306243125,0.6089744440000001,-0.49597897602795316,1.21704446286935,0.19642534815259508,0.0072947266537216,-4.920603568069721,84.25560458804462,0.6016797173462786
stencil_N256,stencil,256,2.4082399653118496,322580.0,5.508637437575895,1048576.0,6.020599913279624,0.3076362609863281,2.8712566448675525,1.054749789295394,0.0215159756666666,-3.8389595655130986,0.0056553002236279,-5.1751620808802326,3.7457037582830576e-05,-10.192315946220962,2.865601344643925,0.02147851862908377,86.51489384511792,4.460316582296565,0.6016086693333335,-0.5081480959893435,0.0424694311685346,-3.1589707284708215,0.0002689474350865,-8.220994606057555,86.47242441394938,0.6013397218982469
stencil_N3072,stencil,3072,3.4874212113594742,47124500.0,7.673246755290392,150994944.0,8.178962405374874,0.3120932314130995,2.610129469392513,0.9593998252355392,0.021679992,-3.8313654714144496,1.3986469993692456,0.3355053403056233,0.0094743957721518,-4.659162300796238,1.2114824700232674,0.0122055962278482,86.23833555608553,4.457114806836282,0.5957793613333333,-0.5178848795625378,2.6724380097058167,0.9829911680281405,0.0163604354731182,-4.112889330000534,83.56589754637972,0.5794189258602152
stencil_N384,stencil,384,2.584331224367531,729620.0,5.8630967301594366,2359296.0,6.372782431390986,0.3092532687717014,2.6100819534737867,0.9593816206400244,0.0189979636666666,-3.9634234809979945,0.0157887953993594,-4.14845474245567,0.0001029290064896,-9.181471064764239,2.5942931580744273,0.018895034660177,86.90828452819396,4.464853361768703,0.6019251166666667,-0.5076222323296663,0.0769264526156146,-2.5649054744214217,0.0005045059770646,-7.591930870739106,86.83135807557835,0.6014206106896021
stencil_N4096,stencil,4096,3.612359947967774,83804180.0,7.923265680988992,268435456.0,8.428839878591473,0.31219489872455597,3.4775101961850954,1.2463165768557622,0.027455306,-3.595195832802576,2.4696156650615277,0.9040625373430999,0.0167656845917603,-4.0884210653160675,1.0078945311235676,0.010689621408239699,86.30472964533953,4.457884401284526,0.597091661,-0.515684641361582,4.848797971895393,1.578730833385463,0.0286827924807692,-3.551457901157603,81.45593167344414,0.5684088685192308
stencil_N512,stencil,512,2.709269960975831,1300500.0,6.114110356531891,4194304.0,6.622659904607587,0.31006336212158203,1.933715057557144,0.6594430529588888,0.0168854626666666,-4.081302224473718,0.0286406061472288,-3.5529297727551064,0.0001872185301229,-8.583234013120292,1.9050744514099152,0.0166982441365437,83.9977778337692,4.4307903441335,0.5972438226666666,-0.5154298357904995,0.1114877485450244,-2.193840572639011,0.0007062984901353,-7.255472619261862,83.88629008522418,0.5965375241765314
stencil_N64,stencil,64,1.806179973983887,19220.0,4.2837533833325265,65536.0,4.816479930623699,0.29327392578125,2.4861124016957667,0.9107202059424152,0.0199398183333333,-3.915036625155278,0.0007031096235641,-7.259997741519449,4.860879629445472e-06,-12.234291142716197,2.4854092920722026,0.019934957453703855,90.55585276307444,4.505966817945478,0.6250796536666666,-0.46987619149960347,0.0106524244282918,-4.541967766885092,7.19298305079425e-05,-9.539819490435033,90.54520033864615,0.6250077238361587
stencil_N768,stencil,768,2.885361220031512,2933780.0,6.467427543601227,9437184.0,6.9748424227189485,0.310874515109592,2.911311212124281,1.0686035680578099,0.0230677433333333,-3.769320029815351,0.0745448556850067,-2.59635424504829,0.0004736694438525,-7.6550008553874465,2.836766356439274,0.0225940738894808,93.70858862243249,4.540189845902181,0.6666908896666666,-0.4054287742682465,0.1888760474231657,-1.6666643128153809,0.0011624276034874,-6.757244699012007,93.51971257500932,0.6655284620631792
stencil_N96,stencil,96,1.9822712330395684,44180.0,4.645225711535416,147456.0,5.168662448735062,0.2996148003472222,3.2105196933573947,1.1664328222799976,0.022542806,-3.7923392883228,0.001039502412356,-6.8690131299801065,6.941424127286434e-06,-11.878003598836493,3.2094801909450386,0.022535864575872713,83.14464435901566,4.4205817941720875,0.5955998806666667,-0.5181861785304854,0.0164666820414237,-4.106416209767107,0.0001078760620542,-9.134527563379018,83.12817767697423,0.5954920046046125
