elapsed_seconds,interval_ns,ipc_cv_pct,ipc_mean,kernel_ref,n_windows_ok,n_windows_total,perf_running_ratio_min,postprocess_error,push_retries,quality_json,repetition,samples_collected,sampling_interval_cv_pct,sampling_interval_mean_ns,success,wall_seconds
17.307064723223448,5000000,,,npb_lu,0,3448,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 200, ""no_freq_reading"": 3247}",3,3448,0.0547764,5000020.0,True,17.31000491976738
0.06783475819975138,5000000,,,dgemm_n2048,,,,run_failed,,,1,,,,False,0.07216452620923519
0.03496135305613279,5000000,,,dgemm_n2048,,,,run_failed,,,2,,,,False,0.03698901832103729
0.03426190186291933,5000000,,,dgemm_n2048,,,,run_failed,,,3,,,,False,0.036139470525085926
24.97404263727367,10000000,,,npb_bt,0,2493,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 8, ""no_freq_reading"": 2484}",1,2493,0.0384835,10000000.0,True,24.97646229621023
24.923711273819208,10000000,,,npb_bt,0,2488,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 8, ""no_freq_reading"": 2479}",2,2488,0.0381196,10000000.0,True,24.925713828764856
24.873726788908243,10000000,,,npb_bt,0,2480,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 8, ""no_freq_reading"": 2471}",3,2480,0.0376568,10000000.0,True,24.87653462216258
1.0203653080388904,10000000,,,npb_mg,0,94,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 30, ""no_freq_reading"": 63}",1,94,0.0694783,10000700.0,True,1.024926238693297
1.0189959984272718,10000000,,,npb_mg,0,95,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 30, ""no_freq_reading"": 64}",2,95,0.0697484,10000600.0,True,1.0224170703440905
1.0186212956905365,10000000,,,npb_mg,0,93,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 30, ""no_freq_reading"": 62}",3,93,0.0674248,10000700.0,True,1.0214208392426372
6.781485894694924,10000000,,,npb_cg,0,674,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 7, ""no_freq_reading"": 666}",1,674,0.0261996,10000100.0,True,6.784616305492818
6.83279905281961,10000000,,,npb_cg,0,676,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 7, ""no_freq_reading"": 668}",2,676,0.0232686,10000100.0,True,6.834989435039461
