run,kernel_ref,level,rep,elapsed_ns,pkg_uj,dram_uj,n_compute,n_memory,freq_applied,accepted,cmd_args
pacca_cpu_final_20260913__cpu_rajaperf_stream_add__F7__rep03,cpu_rajaperf_stream_add,F7,3,3169880000.0,264623529,44646486,65,2133,1100000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_add__F8__rep01,cpu_rajaperf_stream_add,F8,1,3546730000.0,296046605,47541369,65,2513,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_add__F8__rep02,cpu_rajaperf_stream_add,F8,2,3833240000.0,314346546,48927242,75,2691,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_add__F8__rep03,cpu_rajaperf_stream_add,F8,3,3532150000.0,294644937,47747628,65,2505,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_add__REF__rep01,cpu_rajaperf_stream_add,REF,1,2551860000.0,249302279,38678844,0,1645,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_add__REF__rep02,cpu_rajaperf_stream_add,REF,2,2565850000.0,251361417,38802192,0,1666,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_add__REF__rep03,cpu_rajaperf_stream_add,REF,3,2578610000.0,252965234,38714340,0,1686,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F0__rep01,cpu_rajaperf_stream_mul,F0,1,5083020000.0,526914057,81793249,0,4120,3200000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F0__rep02,cpu_rajaperf_stream_mul,F0,2,4708890000.0,491589196,78517014,0,3744,3200000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F0__rep03,cpu_rajaperf_stream_mul,F0,3,4816240000.0,502553279,79645497,0,3856,3200000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F1__rep01,cpu_rajaperf_stream_mul,F1,1,4755550000.0,480572684,78385862,0,3781,2900000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F1__rep02,cpu_rajaperf_stream_mul,F1,2,4964350000.0,496325512,80155430,0,3978,2900000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F1__rep03,cpu_rajaperf_stream_mul,F1,3,5135210000.0,513147795,82029742,0,4175,2900000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F2__rep01,cpu_rajaperf_stream_mul,F2,1,4788640000.0,469331746,78504086,0,3818,2600000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F2__rep02,cpu_rajaperf_stream_mul,F2,2,4951140000.0,483603864,80498334,0,3980,2600000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F2__rep03,cpu_rajaperf_stream_mul,F2,3,4880850000.0,475868471,79758334,0,3908,2600000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F3__rep01,cpu_rajaperf_stream_mul,F3,1,4955310000.0,471266005,79826847,0,3851,2300000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F3__rep02,cpu_rajaperf_stream_mul,F3,2,4897700000.0,467740684,79922778,0,3930,2300000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F3__rep03,cpu_rajaperf_stream_mul,F3,3,4823830000.0,462712560,79371719,0,3863,2300000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F4__rep01,cpu_rajaperf_stream_mul,F4,1,4892510000.0,459846418,79899736,40,3878,2000000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F4__rep02,cpu_rajaperf_stream_mul,F4,2,5053310000.0,474701055,81380134,39,4042,2000000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F4__rep03,cpu_rajaperf_stream_mul,F4,3,4957110000.0,465553434,80483416,39,3943,2000000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F5__rep01,cpu_rajaperf_stream_mul,F5,1,5109730000.0,472109509,81930169,39,4093,1700000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F5__rep02,cpu_rajaperf_stream_mul,F5,2,5322350000.0,487535128,83566795,62,4193,1700000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F5__rep03,cpu_rajaperf_stream_mul,F5,3,5059610000.0,464985626,81428666,52,4029,1700000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F6__rep01,cpu_rajaperf_stream_mul,F6,1,5136480000.0,462159461,81841582,52,4072,1400000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F6__rep02,cpu_rajaperf_stream_mul,F6,2,5193260000.0,471981458,83276569,52,4167,1400000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F6__rep03,cpu_rajaperf_stream_mul,F6,3,5519930000.0,496204601,85778578,66,4459,1400000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F7__rep01,cpu_rajaperf_stream_mul,F7,1,5463110000.0,485572671,85055592,57,4400,1100000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F7__rep02,cpu_rajaperf_stream_mul,F7,2,5492300000.0,488162934,85306940,65,4399,1100000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F7__rep03,cpu_rajaperf_stream_mul,F7,3,5558380000.0,493165851,86010434,76,4510,1100000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F8__rep01,cpu_rajaperf_stream_mul,F8,1,6437400000.0,562143031,94517005,66,5410,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F8__rep02,cpu_rajaperf_stream_mul,F8,2,6181210000.0,542054521,92436297,52,5157,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__F8__rep03,cpu_rajaperf_stream_mul,F8,3,6764890000.0,584960172,96761239,97,5679,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__REF__rep01,cpu_rajaperf_stream_mul,REF,1,4838630000.0,504356314,79181861,0,3938,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__REF__rep02,cpu_rajaperf_stream_mul,REF,2,4766840000.0,497084360,78531962,0,3869,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_mul__REF__rep03,cpu_rajaperf_stream_mul,REF,3,4999000000.0,516112693,80099738,32,4004,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F0__rep01,cpu_rajaperf_stream_triad,F0,1,2547140000.0,252692956,38772862,0,1574,3200000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F0__rep02,cpu_rajaperf_stream_triad,F0,2,2783170000.0,272950595,40651963,27,1769,3200000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F0__rep03,cpu_rajaperf_stream_triad,F0,3,2593550000.0,258216502,39290094,0,1631,3200000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F1__rep01,cpu_rajaperf_stream_triad,F1,1,2531880000.0,242246572,38696102,0,1572,2900000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F1__rep02,cpu_rajaperf_stream_triad,F1,2,2867350000.0,269004072,41094209,7,1803,2900000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F1__rep03,cpu_rajaperf_stream_triad,F1,3,2561970000.0,244185410,38896134,0,1593,2900000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F2__rep01,cpu_rajaperf_stream_triad,F2,1,2742620000.0,253253624,40385574,36,1730,2600000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F2__rep02,cpu_rajaperf_stream_triad,F2,2,2628150000.0,245141279,39846769,0,1667,2600000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F2__rep03,cpu_rajaperf_stream_triad,F2,3,2674280000.0,247979040,39975319,0,1707,2600000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F3__rep01,cpu_rajaperf_stream_triad,F3,1,2667090000.0,240744684,40034929,9,1682,2300000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F3__rep02,cpu_rajaperf_stream_triad,F3,2,2644880000.0,239287717,39858459,0,1681,2300000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F3__rep03,cpu_rajaperf_stream_triad,F3,3,2649880000.0,240001705,39803547,0,1674,2300000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F4__rep01,cpu_rajaperf_stream_triad,F4,1,2677450000.0,238500855,40316968,20,1694,2000000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F4__rep02,cpu_rajaperf_stream_triad,F4,2,2879910000.0,252303981,41359695,52,1782,2000000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F4__rep03,cpu_rajaperf_stream_triad,F4,3,2700160000.0,238867675,40052983,29,1696,2000000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F5__rep01,cpu_rajaperf_stream_triad,F5,1,2926860000.0,253634666,42120073,78,1861,1700000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F5__rep02,cpu_rajaperf_stream_triad,F5,2,2759230000.0,240551569,40857166,36,1761,1700000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F5__rep03,cpu_rajaperf_stream_triad,F5,3,2809630000.0,245723553,41215461,40,1810,1700000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F6__rep01,cpu_rajaperf_stream_triad,F6,1,2896450000.0,246505655,41934515,65,1859,1400000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F6__rep02,cpu_rajaperf_stream_triad,F6,2,2846910000.0,244661178,41844260,65,1823,1400000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F6__rep03,cpu_rajaperf_stream_triad,F6,3,2929620000.0,251419400,42316250,50,1911,1400000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F7__rep01,cpu_rajaperf_stream_triad,F7,1,3136920000.0,263402524,44088143,63,2093,1100000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F7__rep02,cpu_rajaperf_stream_triad,F7,2,3109520000.0,262272522,44007268,66,2058,1100000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F7__rep03,cpu_rajaperf_stream_triad,F7,3,3217240000.0,269120344,44536158,52,2178,1100000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F8__rep01,cpu_rajaperf_stream_triad,F8,1,3589160000.0,298156708,47875781,51,2573,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F8__rep02,cpu_rajaperf_stream_triad,F8,2,3532190000.0,294948525,47406821,65,2496,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__F8__rep03,cpu_rajaperf_stream_triad,F8,3,3553180000.0,295538795,47376312,65,2515,800000,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__REF__rep01,cpu_rajaperf_stream_triad,REF,1,2672040000.0,262398132,39578622,21,1745,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__REF__rep02,cpu_rajaperf_stream_triad,REF,2,2578760000.0,255768510,39166838,0,1683,,True,
pacca_cpu_final_20260913__cpu_rajaperf_stream_triad__REF__rep03,cpu_rajaperf_stream_triad,REF,3,2544100000.0,253124413,38741681,0,1657,,True,
pacca_cpu_final_20260913__dgemm_n2048__F0__rep01,dgemm_n2048,F0,1,3370410000.0,434424425,31840340,2397,0,3200000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F0__rep02,dgemm_n2048,F0,2,3344970000.0,431239252,31761852,2370,0,3200000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F0__rep03,dgemm_n2048,F0,3,3416510000.0,440204500,32187497,2440,0,3200000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F1__rep01,dgemm_n2048,F1,1,3627800000.0,449445138,33786868,2657,0,2900000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F1__rep02,dgemm_n2048,F1,2,3620860000.0,451940371,33974063,2655,0,2900000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F1__rep03,dgemm_n2048,F1,3,3601580000.0,448209302,33727228,2643,0,2900000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F2__rep01,dgemm_n2048,F2,1,3939910000.0,449405283,35951543,2970,0,2600000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F2__rep02,dgemm_n2048,F2,2,3936820000.0,449739266,35877108,2976,0,2600000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F2__rep03,dgemm_n2048,F2,3,3980440000.0,452916138,36021723,3004,0,2600000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F3__rep01,dgemm_n2048,F3,1,4416660000.0,474278998,39121335,3449,0,2300000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F3__rep02,dgemm_n2048,F3,2,4410210000.0,474006416,38749622,3438,0,2300000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F3__rep03,dgemm_n2048,F3,3,4419470000.0,474079292,38789386,3448,0,2300000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F4__rep01,dgemm_n2048,F4,1,4999240000.0,504874013,42949288,4030,0,2000000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F4__rep02,dgemm_n2048,F4,2,5000350000.0,506827682,42779595,4040,0,2000000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F4__rep03,dgemm_n2048,F4,3,4995660000.0,504921681,42814373,4033,0,2000000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F5__rep01,dgemm_n2048,F5,1,5787780000.0,554229111,47591109,4817,0,1700000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F5__rep02,dgemm_n2048,F5,2,5770340000.0,548840514,47725948,4787,0,1700000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F5__rep03,dgemm_n2048,F5,3,5844080000.0,560465668,48420231,4883,0,1700000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F6__rep01,dgemm_n2048,F6,1,6842700000.0,630696628,54662616,5879,0,1400000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F6__rep02,dgemm_n2048,F6,2,6921740000.0,636410480,54412170,5950,0,1400000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F6__rep03,dgemm_n2048,F6,3,6929680000.0,637397661,54986838,5955,0,1400000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F7__rep01,dgemm_n2048,F7,1,8717100000.0,761034612,65758773,7752,0,1100000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F7__rep02,dgemm_n2048,F7,2,8742530000.0,763304442,66226004,7759,0,1100000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F7__rep03,dgemm_n2048,F7,3,8651650000.0,755647846,65354960,7690,0,1100000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F8__rep01,dgemm_n2048,F8,1,11932100000.0,1002478574,86277526,10957,0,800000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F8__rep02,dgemm_n2048,F8,2,11853300000.0,993164388,85105867,10871,0,800000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__F8__rep03,dgemm_n2048,F8,3,11928300000.0,1001553405,86443822,10962,0,800000,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__REF__rep01,dgemm_n2048,REF,1,3364890000.0,435142135,32010568,2466,0,,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__REF__rep02,dgemm_n2048,REF,2,3378880000.0,436965861,31828162,2468,0,,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dgemm_n2048__REF__rep03,dgemm_n2048,REF,3,3353580000.0,434784592,31896048,2463,0,,True,--size 2048 --iterations 80
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F0__rep01,dual_axpy_cpu_N10000000,F0,1,1921920000.0,163733712,19402206,0,1311,3200000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F0__rep02,dual_axpy_cpu_N10000000,F0,2,1951070000.0,164710455,19370060,0,1324,3200000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F0__rep03,dual_axpy_cpu_N10000000,F0,3,1964890000.0,167335754,20109723,0,1356,3200000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F1__rep01,dual_axpy_cpu_N10000000,F1,1,2001910000.0,166364442,20356741,0,1391,2900000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F1__rep02,dual_axpy_cpu_N10000000,F1,2,2003150000.0,167025635,20582402,0,1394,2900000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F1__rep03,dual_axpy_cpu_N10000000,F1,3,1984820000.0,164132637,20249504,0,1370,2900000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F2__rep01,dual_axpy_cpu_N10000000,F2,1,2013670000.0,163433968,20188672,0,1402,2600000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F2__rep02,dual_axpy_cpu_N10000000,F2,2,2049440000.0,166065676,20580122,0,1424,2600000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F2__rep03,dual_axpy_cpu_N10000000,F2,3,2053500000.0,167380797,20757449,0,1444,2600000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F3__rep01,dual_axpy_cpu_N10000000,F3,1,2082880000.0,164748663,20265615,0,1454,2300000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F3__rep02,dual_axpy_cpu_N10000000,F3,2,2088190000.0,166673401,20828287,0,1476,2300000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F3__rep03,dual_axpy_cpu_N10000000,F3,3,2119000000.0,168376400,21182162,0,1482,2300000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F4__rep01,dual_axpy_cpu_N10000000,F4,1,2177600000.0,170582632,21370917,0,1541,2000000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F4__rep02,dual_axpy_cpu_N10000000,F4,2,2158240000.0,169856010,21571638,0,1544,2000000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F4__rep03,dual_axpy_cpu_N10000000,F4,3,2161510000.0,169339288,21394097,0,1537,2000000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F5__rep01,dual_axpy_cpu_N10000000,F5,1,2248300000.0,176029213,22286913,0,1621,1700000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F5__rep02,dual_axpy_cpu_N10000000,F5,2,2267150000.0,174808879,21455068,0,1611,1700000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F5__rep03,dual_axpy_cpu_N10000000,F5,3,2270050000.0,176094642,22294349,0,1630,1700000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F6__rep01,dual_axpy_cpu_N10000000,F6,1,2472770000.0,190949402,23396882,0,1842,1400000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F6__rep02,dual_axpy_cpu_N10000000,F6,2,2484870000.0,191792416,23768779,0,1824,1400000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F6__rep03,dual_axpy_cpu_N10000000,F6,3,2446020000.0,188532721,23246942,0,1810,1400000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F7__rep01,dual_axpy_cpu_N10000000,F7,1,2730220000.0,208072953,25447634,0,2076,1100000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F7__rep02,dual_axpy_cpu_N10000000,F7,2,2743080000.0,209028274,25753679,0,2056,1100000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F7__rep03,dual_axpy_cpu_N10000000,F7,3,2734550000.0,206528402,25417645,0,2031,1100000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F8__rep01,dual_axpy_cpu_N10000000,F8,1,3281900000.0,251620633,28924053,0,2667,800000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F8__rep02,dual_axpy_cpu_N10000000,F8,2,3283670000.0,249571077,29036676,0,2659,800000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__F8__rep03,dual_axpy_cpu_N10000000,F8,3,3295980000.0,251617215,29391805,0,2677,800000,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__REF__rep01,dual_axpy_cpu_N10000000,REF,1,2039160000.0,173767621,20685936,0,1580,,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__REF__rep02,dual_axpy_cpu_N10000000,REF,2,2003410000.0,170072867,20395909,0,1550,,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N10000000__REF__rep03,dual_axpy_cpu_N10000000,REF,3,1943040000.0,165504581,19972375,0,1502,,True,--size 10000000 --iterations 153
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F0__rep01,dual_axpy_cpu_N100000,F0,1,1889780000.0,159468463,9615545,1280,0,3200000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F0__rep02,dual_axpy_cpu_N100000,F0,2,1877980000.0,157196924,9470440,1256,0,3200000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F0__rep03,dual_axpy_cpu_N100000,F0,3,1846290000.0,153334690,9325870,1207,14,3200000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F1__rep01,dual_axpy_cpu_N100000,F1,1,1950510000.0,158795614,9936784,1318,13,2900000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F1__rep02,dual_axpy_cpu_N100000,F1,2,1938480000.0,158228110,9854317,1320,0,2900000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F1__rep03,dual_axpy_cpu_N100000,F1,3,1953630000.0,158518515,9852466,1315,13,2900000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F2__rep01,dual_axpy_cpu_N100000,F2,1,2092460000.0,167550047,10810781,1484,0,2600000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F2__rep02,dual_axpy_cpu_N100000,F2,2,2084710000.0,166775940,10748632,1478,0,2600000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F2__rep03,dual_axpy_cpu_N100000,F2,3,2143970000.0,176011634,10605623,1512,0,2600000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F3__rep01,dual_axpy_cpu_N100000,F3,1,2382930000.0,189680667,12549473,1759,0,2300000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F3__rep02,dual_axpy_cpu_N100000,F3,2,2298560000.0,180259182,12063760,1678,0,2300000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F3__rep03,dual_axpy_cpu_N100000,F3,3,2273530000.0,177412692,11773350,1662,0,2300000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F4__rep01,dual_axpy_cpu_N100000,F4,1,2590960000.0,201620272,13764966,1965,0,2000000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F4__rep02,dual_axpy_cpu_N100000,F4,2,2622610000.0,202650666,13973307,1984,0,2000000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F4__rep03,dual_axpy_cpu_N100000,F4,3,2548840000.0,198061566,13508003,1907,13,2000000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F5__rep01,dual_axpy_cpu_N100000,F5,1,2905010000.0,223231972,15669556,2242,38,1700000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F5__rep02,dual_axpy_cpu_N100000,F5,2,2900750000.0,223854224,15615288,2278,0,1700000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F5__rep03,dual_axpy_cpu_N100000,F5,3,2858330000.0,220596604,15344905,2244,0,1700000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F6__rep01,dual_axpy_cpu_N100000,F6,1,3409020000.0,261224368,18867593,2787,13,1400000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F6__rep02,dual_axpy_cpu_N100000,F6,2,3405060000.0,259351875,18634513,2758,26,1400000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F6__rep03,dual_axpy_cpu_N100000,F6,3,3427150000.0,261119144,18793205,2804,0,1400000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F7__rep01,dual_axpy_cpu_N100000,F7,1,4208000000.0,319874120,23487719,3572,13,1100000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F7__rep02,dual_axpy_cpu_N100000,F7,2,4138810000.0,312407282,23068865,3470,37,1100000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F7__rep03,dual_axpy_cpu_N100000,F7,3,4238320000.0,321520966,23431766,3621,0,1100000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F8__rep01,dual_axpy_cpu_N100000,F8,1,5676940000.0,435279648,32553947,5051,13,800000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F8__rep02,dual_axpy_cpu_N100000,F8,2,5662730000.0,432694937,32032677,5022,13,800000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__F8__rep03,dual_axpy_cpu_N100000,F8,3,5659760000.0,433211293,32195959,4983,52,800000,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__REF__rep01,dual_axpy_cpu_N100000,REF,1,1821210000.0,152148170,9179632,1372,13,,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__REF__rep02,dual_axpy_cpu_N100000,REF,2,1815400000.0,150862285,8976679,1358,0,,True,--size 100000 --iterations 21336
pacca_cpu_final_20260913__dual_axpy_cpu_N100000__REF__rep03,dual_axpy_cpu_N100000,REF,3,1836710000.0,151364297,9140174,1358,13,,True,--size 100000 --iterations 21336
