run,kernel_ref,level,rep,elapsed_ns,pkg_uj,dram_uj,n_compute,n_memory,freq_applied,accepted,cmd_args
pacca_cpu_compute_sweep_20260919__ptrchase__F1__rep01,ptrchase,F1,1,5088610000.0,423383133,34100809,0,4298,2900000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F1__rep02,ptrchase,F1,2,5098650000.0,424692577,34299326,0,4299,2900000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F1__rep03,ptrchase,F1,3,5074800000.0,421663837,33645343,0,4259,2900000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F2__rep01,ptrchase,F2,1,5156620000.0,418319181,34536659,0,4345,2600000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F2__rep02,ptrchase,F2,2,5148490000.0,417892851,34744067,0,4346,2600000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F2__rep03,ptrchase,F2,3,5163500000.0,417507354,33860965,0,4351,2600000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F3__rep01,ptrchase,F3,1,5189660000.0,415957431,34950876,0,4379,2300000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F3__rep02,ptrchase,F3,2,5236100000.0,418252835,34792965,0,4418,2300000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F3__rep03,ptrchase,F3,3,5231770000.0,420158226,35422499,0,4429,2300000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F4__rep01,ptrchase,F4,1,5339890000.0,420633078,35492833,0,4560,2000000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F4__rep02,ptrchase,F4,2,5344910000.0,419593530,35365169,0,4587,2000000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F4__rep03,ptrchase,F4,3,5305390000.0,417045990,35201292,0,4544,2000000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F5__rep01,ptrchase,F5,1,5489590000.0,426025032,36981370,0,4676,1700000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F5__rep02,ptrchase,F5,2,5471820000.0,421081747,36454759,0,4665,1700000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F5__rep03,ptrchase,F5,3,5445450000.0,419831566,36203977,0,4703,1700000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F6__rep01,ptrchase,F6,1,5684840000.0,433692738,37333010,0,5003,1400000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F6__rep02,ptrchase,F6,2,5714750000.0,438637976,37883044,0,5082,1400000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F6__rep03,ptrchase,F6,3,5684010000.0,434479417,37111512,0,4972,1400000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F7__rep01,ptrchase,F7,1,6097370000.0,467407312,40062331,0,5232,1100000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F7__rep02,ptrchase,F7,2,6049910000.0,461310953,39579279,0,5236,1100000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F7__rep03,ptrchase,F7,3,6124840000.0,468203880,40410130,0,5280,1100000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F8__rep01,ptrchase,F8,1,6937380000.0,530496872,45562574,0,6315,800000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F8__rep02,ptrchase,F8,2,6940570000.0,527334588,45640252,0,6319,800000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__F8__rep03,ptrchase,F8,3,6925530000.0,534703405,45872568,0,6312,800000,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__REF__rep01,ptrchase,REF,1,5045490000.0,432210075,34019014,0,4657,,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__REF__rep02,ptrchase,REF,2,5064000000.0,432580374,34131638,0,4648,,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__ptrchase__REF__rep03,ptrchase,REF,3,5018090000.0,430144162,33552732,0,4630,,True,--size-mib 512 --iterations 6 --seed 20260806
pacca_cpu_compute_sweep_20260919__stream_official__F0__rep00,stream_official,F0,0,1402670000.0,115837472,18044040,0,0,3200000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F1__rep00,stream_official,F1,0,1405500000.0,111557088,18052837,0,0,2900000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F2__rep00,stream_official,F2,0,1401910000.0,110020165,18216685,0,0,2600000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F3__rep00,stream_official,F3,0,1424420000.0,109473353,18415631,0,0,2300000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F4__rep00,stream_official,F4,0,1443630000.0,109402063,18559114,0,0,2000000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F5__rep00,stream_official,F5,0,1494830000.0,111372579,18978824,0,0,1700000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F6__rep00,stream_official,F6,0,1548990000.0,113487686,19478599,0,0,1400000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F7__rep00,stream_official,F7,0,1668240000.0,121869744,20463903,0,0,1100000,True,
pacca_cpu_compute_sweep_20260919__stream_official__F8__rep00,stream_official,F8,0,1883860000.0,138466931,22247898,0,0,800000,True,
pacca_cpu_compute_sweep_20260919__stream_official__REF__rep00,stream_official,REF,0,1360850000.0,114367322,17987705,0,0,,True,
