threshold,coverage_micro,coverage_family_mean,f1_family_mean,f1_pooled,accuracy_pooled
0.5,1.0,1.0,0.6379315168356187,0.7713724593923454,0.7754062241806665
0.55,0.9683007435968053,0.9674317938344034,0.6421962092423376,0.7810130074723904,0.7851474729087858
0.6,0.9302396034150372,0.9286292897812407,0.6449547232335859,0.7908086206507876,0.7947715901352992
0.65,0.8925089507022859,0.8910900178514054,0.6487064179464738,0.8023219225464419,0.8060912765760484
0.7,0.8540897824290828,0.8522064887091504,0.6508950310672911,0.8113599514141239,0.8152005675222495
0.75,0.8052602588818507,0.8046913921140849,0.6535435860403976,0.8231529464174283,0.8266014569581723
0.8,0.7510052327182595,0.7500559831481359,0.6566663732349568,0.840162953896597,0.8435952913564854
0.85,0.6915725695400716,0.6889383722082393,0.665049267112297,0.8596450873864424,0.8629684202142487
0.9,0.6159184797576425,0.6105203867193881,0.6649887783682402,0.878397966818492,0.8815507064925774
