launch_count,operational_intensity,rel_change_pct
5,7.492154316852334,
20,7.5841986680705835,1.2285431843176455
50,7.668004929919194,1.1050114259458168
100,7.773743210647787,1.3789542611797356
150,7.816204207810722,0.5462104421557966
200,7.824021229015087,0.10001045259990947
