family,kernel_ref,freq_level_id,n_compute_bound,n_memory_bound,n_rows_usable,memory_fraction
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F1,1199,0,1199,0.0
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F2,1341,0,1341,0.0
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F3,1453,0,1453,0.0
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F4,1646,0,1646,0.0
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F5,1926,1,1927,0.0005189413596263622
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F6,2352,0,2352,0.0
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F7,3011,0,3011,0.0
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,F8,4210,3,4213,0.0007120816520294327
rajaperf_basic_pi_reduce,cpu_rajaperf_basic_pi_reduce,REF,1160,5,1165,0.004291845493562232
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F0,1218,0,1218,0.0
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F1,1373,0,1373,0.0
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F2,1533,0,1533,0.0
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F3,1756,0,1756,0.0
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F4,2067,0,2067,0.0
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F5,2432,0,2432,0.0
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F6,2964,0,2964,0.0
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F7,3734,3,3737,0.0008027829810008028
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,F8,5250,3,5253,0.0005711022272986865
rajaperf_basic_trap_int,cpu_rajaperf_basic_trap_int,REF,1262,5,1267,0.003946329913180742
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F0,0,964,964,1.0
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F1,0,973,973,1.0
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F2,0,1001,1001,1.0
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F3,1,1014,1015,0.9990147783251232
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F4,9,1043,1052,0.9914448669201521
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F5,10,1037,1047,0.9904489016236867
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F6,12,1136,1148,0.9895470383275261
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F7,14,1200,1214,0.9884678747940692
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,F8,15,1394,1409,0.9893541518807665
rajaperf_lcals,cpu_rajaperf_lcals_first_sum,REF,0,1030,1030,1.0
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F0,0,96,96,1.0
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F1,3,107,110,0.9727272727272728
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F2,0,116,116,1.0
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F3,0,117,117,1.0
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F4,0,161,161,1.0
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F5,4,195,199,0.9798994974874372
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F6,6,232,238,0.9747899159663865
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F7,15,299,314,0.9522292993630573
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,F8,15,479,494,0.9696356275303644
rajaperf_lcals,cpu_rajaperf_lcals_tridiag_elim,REF,5,152,157,0.9681528662420382
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F0,0,20,20,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F1,0,25,25,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F2,0,32,32,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F3,0,34,34,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F4,0,37,37,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F5,0,47,47,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F6,0,62,62,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F7,0,81,81,1.0
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,F8,8,122,130,0.9384615384615385
rajaperf_polybench,cpu_rajaperf_polybench_fdtd_2d,REF,4,35,39,0.8974358974358975
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F0,4,736,740,0.9945945945945946
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F1,5,744,749,0.9933244325767691
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F2,7,715,722,0.9903047091412742
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F3,9,725,734,0.9877384196185286
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F4,15,744,759,0.9802371541501976
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F5,13,783,796,0.9836683417085427
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F6,15,823,838,0.9821002386634845
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F7,14,919,933,0.984994640943194
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,F8,15,1159,1174,0.9872231686541738
rajaperf_polybench,cpu_rajaperf_polybench_jacobi_1d,REF,12,747,759,0.9841897233201581
rajaperf_polybench,rajaperf_polybench_3mm_omp,F0,2783,168,2951,0.05692985428668248
rajaperf_polybench,rajaperf_polybench_3mm_omp,F1,3102,174,3276,0.05311355311355311
rajaperf_polybench,rajaperf_polybench_3mm_omp,F2,3504,170,3674,0.04627109417528579
rajaperf_polybench,rajaperf_polybench_3mm_omp,F3,3578,607,4185,0.14504181600955796
rajaperf_polybench,rajaperf_polybench_3mm_omp,F4,4646,169,4815,0.03509865005192108
rajaperf_polybench,rajaperf_polybench_3mm_omp,F5,5444,271,5715,0.04741907261592301
rajaperf_polybench,rajaperf_polybench_3mm_omp,F6,6780,178,6958,0.02558206381144007
rajaperf_polybench,rajaperf_polybench_3mm_omp,F7,8705,242,8947,0.02704817257181178
rajaperf_polybench,rajaperf_polybench_3mm_omp,F8,12268,200,12468,0.016041065126724416
rajaperf_polybench,rajaperf_polybench_3mm_omp,REF,2467,553,3020,0.18311258278145695
rajaperf_stream,cpu_rajaperf_stream_add,F0,0,372,372,1.0
rajaperf_stream,cpu_rajaperf_stream_add,F1,0,366,366,1.0
rajaperf_stream,cpu_rajaperf_stream_add,F2,0,382,382,1.0
rajaperf_stream,cpu_rajaperf_stream_add,F3,0,398,398,1.0
rajaperf_stream,cpu_rajaperf_stream_add,F4,0,404,404,1.0
rajaperf_stream,cpu_rajaperf_stream_add,F5,6,413,419,0.9856801909307876
rajaperf_stream,cpu_rajaperf_stream_add,F6,8,435,443,0.981941309255079
rajaperf_stream,cpu_rajaperf_stream_add,F7,13,483,496,0.9737903225806451
rajaperf_stream,cpu_rajaperf_stream_add,F8,16,589,605,0.9735537190082645
rajaperf_stream,cpu_rajaperf_stream_add,REF,0,383,383,1.0
rajaperf_stream,cpu_rajaperf_stream_mul,F0,0,899,899,1.0
rajaperf_stream,cpu_rajaperf_stream_mul,F1,0,913,913,1.0
rajaperf_stream,cpu_rajaperf_stream_mul,F2,0,896,896,1.0
rajaperf_stream,cpu_rajaperf_stream_mul,F3,0,892,892,1.0
rajaperf_stream,cpu_rajaperf_stream_mul,F4,9,911,920,0.9902173913043478
rajaperf_stream,cpu_rajaperf_stream_mul,F5,11,943,954,0.9884696016771488
rajaperf_stream,cpu_rajaperf_stream_mul,F6,13,971,984,0.9867886178861789
rajaperf_stream,cpu_rajaperf_stream_mul,F7,14,1018,1032,0.9864341085271318
rajaperf_stream,cpu_rajaperf_stream_mul,F8,17,1247,1264,0.9865506329113924
rajaperf_stream,cpu_rajaperf_stream_mul,REF,3,904,907,0.9966923925027563
rajaperf_stream,cpu_rajaperf_stream_triad,F0,2,382,384,0.9947916666666666
rajaperf_stream,cpu_rajaperf_stream_triad,F1,0,381,381,1.0
rajaperf_stream,cpu_rajaperf_stream_triad,F2,2,389,391,0.9948849104859335
rajaperf_stream,cpu_rajaperf_stream_triad,F3,0,385,385,1.0
rajaperf_stream,cpu_rajaperf_stream_triad,F4,7,396,403,0.9826302729528535
rajaperf_stream,cpu_rajaperf_stream_triad,F5,10,417,427,0.9765807962529274
rajaperf_stream,cpu_rajaperf_stream_triad,F6,14,428,442,0.9683257918552036
rajaperf_stream,cpu_rajaperf_stream_triad,F7,14,484,498,0.9718875502008032
rajaperf_stream,cpu_rajaperf_stream_triad,F8,14,580,594,0.9764309764309764
rajaperf_stream,cpu_rajaperf_stream_triad,REF,2,388,390,0.9948717948717949
rodinia_lavamd,rodinia_lavamd_omp,F0,1577,0,1577,0.0
rodinia_lavamd,rodinia_lavamd_omp,F1,1762,1,1763,0.0005672149744753262
rodinia_lavamd,rodinia_lavamd_omp,F2,1958,0,1958,0.0
rodinia_lavamd,rodinia_lavamd_omp,F3,2210,1,2211,0.0004522840343735866
rodinia_lavamd,rodinia_lavamd_omp,F4,2621,0,2621,0.0
rodinia_lavamd,rodinia_lavamd_omp,F5,3176,0,3176,0.0
rodinia_lavamd,rodinia_lavamd_omp,F6,4139,3,4142,0.0007242877836793819
rodinia_lavamd,rodinia_lavamd_omp,F7,5234,3,5237,0.0005728470498376934
rodinia_lavamd,rodinia_lavamd_omp,F8,7267,7,7274,0.000962331591971405
rodinia_lavamd,rodinia_lavamd_omp,REF,1700,0,1700,0.0
