run_id,repetition,kernel_ref,node_id,phase_label_hint,phase_label_train,freq_level_id,freq_khz_requested,freq_khz_applied,freq_khz_observed,window_index,t_start_ns,t_end_ns,delta_t_ns,delta_instructions,delta_cycles,delta_cache_references,delta_cache_misses,delta_stalled_cycles_backend,stall_backend_ratio,delta_l2_lines_in_all,bytes_moved_l2_proxy,ipc,llc_miss_rate,mpki,ips,ipc_relative,mpki_relative,miss_rate_relative,delta_running_ns,delta_enabled_ns,running_ratio,pkg_delta_uj,dram_delta_uj,power_w,energy_valid,flops_window_estimate,bytes_moved_window,operational_intensity,i_ridge_used,roofline_calibration_ref,node_profile_ref,calibration_ref,binary_checksum,quality_status
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,363,5350974511814939,5350974512814539,999600,61363710,20824467,138338,123747,4868554,0.23379008932137374,138377,8856128,2.946712153545154,0.8945264497101303,2.016615357839348,61388265306.12245,,,,5996017,5996017,1.0,125183,8691,125.0369568344174,1,13689529.485256609,7919808,1.7285178485711532,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,364,5350974512814539,5350974513814650,1000111,60249510,20851877,133956,119471,4866941,0.23340541477393137,134055,8579520,2.8894046324942355,0.89186747887366,1.9829372886186127,60242823046.64183,,,,6000690,6000690,1.0,106567,8354,106.67730433267998,1,13440964.433494372,7646144,1.7578748756882387,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,365,5350974513814650,5350974514814685,1000035,61166680,20868355,136489,122232,4964127,0.23787821320846803,136423,8731072,2.931073388391179,0.8955446959095604,1.9983428886446022,61164539241.12656,,,,6002640,6002640,1.0,118164,9577,118.16163676726467,1,13645574.38550009,7822848,1.7443230886628618,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,366,5350974514814685,5350974515814759,1000074,60603240,20830405,136907,121700,4843196,0.2325060890558777,136888,8760832,2.9093644602685353,0.8889245984500427,2.0081434589965816,60598755692.07878,,,,5998197,5998197,1.0,111145,8568,111.04805504794314,1,13519877.479410596,7788800,1.735810070795321,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,367,5350974515814759,5350974516814902,1000143,60805654,20874294,137171,122686,4948910,0.23708155111736953,137123,8775872,2.9129442174188025,0.8944018779479628,2.0176742116777495,60796960034.715034,,,,6003244,6003244,1.0,117858,7773,117.92415545120814,1,13565033.686902432,7851904,1.7276107408983135,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,368,5350974516814902,5350974517814843,999941,61380260,20850667,137088,122526,4918398,0.23588684237295623,137082,8773248,2.9438031886461955,0.8937762605042017,1.9961792276539723,61383881649.01729,,,,5998971,5998971,1.0,113464,8813,113.32064937853613,1,13693221.597630208,7841664,1.746213762490998,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,369,5350974517814843,5350974518814693,999850,60829705,20833847,137033,122494,4911928,0.23576673093548206,137243,8783552,2.919753850549061,0.8939014689892216,2.0137201059909793,60838830824.62369,,,,5998861,5998861,1.0,106568,9378,106.69379198074529,1,13570399.18507146,7839616,1.7310030472246933,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,370,5350974518814693,5350974519814724,1000031,60833525,20854315,137313,122964,4851265,0.23262643726250418,136963,8765632,2.9170713590928306,0.8955015184286994,2.0213196588558695,60831639219.184204,,,,5998173,5998173,1.0,118102,7803,118.08924636139297,1,13571251.382610261,7869696,1.7244949973430055,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,371,5350974519814724,5350974520815106,1000382,61740023,20851238,137444,122805,4811739,0.23076514689439542,137617,8807488,2.9609763698443228,0.8934911673117779,1.9890663144067826,61716447317.12486,,,,6004333,6004333,1.0,114136,9808,114.1878412799411,1,13773480.535627998,7859520,1.7524582335343633,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,372,5350974520815106,5350974521814826,999720,61454737,20839447,137540,122601,4713125,0.2261636309255231,137619,8807616,2.948961985411609,0.891384324560128,1.9949804683079189,61471949145.76082,,,,5996568,5996568,1.0,118225,7833,118.1228237574498,1,13709836.549488133,7846464,1.74726304096828,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,373,5350974521814826,5350974522815007,1000181,61826640,20861926,138582,123749,4799482,0.23005939144832552,138634,8872576,2.9636113175744176,0.8929658974469988,2.0015481999345264,61815451403.296005,,,,6001230,6001230,1.0,118468,8951,118.57851517614417,1,13792803.780187765,7919936,1.7415297017788736,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,374,5350974522815007,5350974523814729,999722,61659167,20843376,138482,124404,4814894,0.23100355719726018,138355,8854720,2.958214014850569,0.8983405785589463,2.0176075359564947,61676313015.01817,,,,5998771,5998771,1.0,113159,10159,113.17201478169989,1,13755442.503115626,7961856,1.7276678331177586,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
pacca_ref_full_20260806__npb_cg__REF__rep01,1,npb_cg,pacca-a100,memory_bound,compute_bound,REF,,,2261000,375,5350974523814729,5350974524814583,999854,61844100,20851245,140193,125824,4813737,0.23086089104031918,140190,8972160,2.9659667804008825,0.8975055815910923,2.03453522648078,61853130557.061325,,,,5999188,5999188,1.0,118408,8170,118.41238125810655,1,13796698.902969824,8052736,1.7132933332186506,1.2298192786552977,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/roofline_calibration.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/node_profile.json,/home/latorresn/hyperion-results/campaigns/pacca_ref_full_20260806/calibration_references.json,"{'felix-sc3': 'sha256:c9cdc9cb1a21551064f1eef75c5f1a81681a5c7d16f33d77205c19b2050f4fd5', 'pacca-a100': 'sha256:eacec7175972822f89c4a89eec5c883eace863e6c676051ee7381d0bfc915e4a'}",ok
