smt_policy,n_threads,ipc_mean,ipc_cv_pct,mpki_mean,llc_miss_rate_mean,elapsed_seconds_mean
one_thread_per_physical_core,6,1.7699557565872108,0.45367915270937254,20.796517156403823,0.8654021549297839,6.823344717547298
all_threads,12,1.0552114854094756,0.44349857742509563,20.80840319607386,0.8648423312576842,5.760830431804061
